string,difficulty,SE,HoDoKu,print_date,day_of_week
2.00E+79,hard,3.4,1186,2021-02-02,Tuesday
8.04E+79,easy,1.2,310,2021-05-07,Friday
9.30E+71,medium,3.4,796,2021-05-07,Friday
2.50E+79,hard,2.8,604,2021-05-07,Friday
9.40E+80,easy,1.2,310,2021-05-22,Saturday
6.02E+78,medium,2.3,522,2021-05-22,Saturday
3.00E+78,hard,3.4,730,2021-05-22,Saturday
6.81E+80,easy,1.2,304,2021-01-02,Saturday
3.00E+79,medium,3.4,930,2021-01-02,Saturday
2.90E+80,hard,2.3,720,2021-01-02,Saturday
5.60E+80,easy,1.2,310,2021-03-21,Sunday
2.65E+65,medium,2.3,490,2021-03-21,Sunday
8.90E+79,hard,3,630,2021-03-21,Sunday
2.06E+79,easy,1.2,304,2021-03-07,Sunday
2.06E+78,medium,2.3,650,2021-03-07,Sunday
3.07E+74,hard,2.8,880,2021-03-07,Sunday
3.08E+80,easy,1.2,310,2021-08-31,Tuesday
7.00E+80,medium,2.3,570,2021-08-31,Tuesday
2.05E+79,hard,3,570,2021-08-31,Tuesday
5.76E+79,easy,1.2,310,2021-02-02,Tuesday
7.40E+79,medium,3,940,2021-02-02,Tuesday
2.00E+79,hard,3.4,1186,2021-02-02,Tuesday
4.72E+80,easy,1.2,310,2023-04-02,Sunday
6.00E+79,medium,2,656,2023-04-02,Sunday
4.03E+76,hard,3.4,860,2023-04-02,Sunday
3.00E+78,easy,1.2,304,2022-10-01,Saturday
1.60E+75,medium,3,664,2022-10-01,Saturday
5.00E+80,hard,2.3,686,2022-10-01,Saturday
7.90E+80,easy,1.2,310,2023-09-14,Thursday
4.30E+78,medium,2.3,706,2023-09-14,Thursday
7.60E+67,hard,2.3,514,2023-09-14,Thursday
1.00E+80,easy,1.2,310,2022-01-05,Wednesday
8.09E+78,medium,2.3,574,2022-01-05,Wednesday
1.50E+76,hard,2.3,600,2022-01-05,Wednesday
3.01E+80,easy,1.2,310,2023-04-23,Sunday
4.10E+80,medium,2.3,516,2023-04-23,Sunday
3.00E+80,hard,2.3,510,2023-04-23,Sunday
3.14E+80,easy,1.2,304,2022-12-01,Thursday
5.00E+72,medium,2.3,596,2022-12-01,Thursday
1.50E+76,hard,2.3,600,2022-12-01,Thursday
6.28E+80,easy,1.2,304,2021-08-16,Monday
9.00E+80,medium,2,526,2021-08-16,Monday
3.00E+79,hard,3.6,876,2021-08-16,Monday
3.01E+80,easy,1.2,304,2021-01-24,Sunday
9.00E+78,medium,2.3,580,2021-01-24,Sunday
2.00E+74,hard,3,656,2021-01-24,Sunday
1.00E+80,easy,1.2,304,2022-10-10,Monday
3.00E+78,medium,2.3,520,2022-10-10,Monday
1.90E+79,hard,2.3,590,2022-10-10,Monday
9.00E+77,easy,1.2,310,2021-04-08,Thursday
1.01E+77,medium,2.3,576,2021-04-08,Thursday
5.01E+79,hard,3,740,2021-04-08,Thursday
5.80E+80,easy,1.2,304,2023-10-29,Sunday
1.00E+80,medium,2.8,776,2023-10-29,Sunday
2.00E+79,hard,2.3,564,2023-10-29,Sunday
5.40E+80,easy,1.2,304,2022-09-30,Friday
5.00E+80,medium,2.3,644,2022-09-30,Friday
4.00E+80,hard,2.8,630,2022-09-30,Friday
3.04E+79,easy,1.2,310,2021-05-14,Friday
5.90E+79,medium,2.3,660,2021-05-14,Friday
4.00E+76,hard,2.3,594,2021-05-14,Friday
4.00E+80,easy,1.2,304,2023-03-05,Sunday
3.00E+80,medium,2,764,2023-03-05,Sunday
6.40E+78,hard,3,500,2023-03-05,Sunday
3.11E+80,easy,1.2,310,2021-07-17,Saturday
6.00E+80,medium,2,506,2021-07-17,Saturday
1.40E+80,hard,2.3,490,2021-07-17,Saturday
2.94E+80,easy,1.2,310,2023-02-09,Thursday
8.00E+77,medium,2,510,2023-02-09,Thursday
5.02E+77,hard,3.4,734,2023-02-09,Thursday
8.76E+78,easy,1.2,304,2021-03-02,Tuesday
2.01E+77,medium,2,566,2021-03-02,Tuesday
3.00E+79,hard,2.8,696,2021-03-02,Tuesday
9.50E+79,easy,1.2,310,2023-06-10,Saturday
5.00E+76,medium,2.8,904,2023-06-10,Saturday
4.00E+79,hard,2.3,510,2023-06-10,Saturday
3.59E+80,easy,1.2,310,2022-06-25,Saturday
6.70E+77,medium,3.4,894,2022-06-25,Saturday
9.00E+79,hard,2.3,582,2022-06-25,Saturday
8.00E+80,easy,1.2,304,2023-04-06,Thursday
2.49E+79,medium,2.3,526,2023-04-06,Thursday
6.01E+77,hard,2.3,504,2023-04-06,Thursday
4.37E+80,easy,1.2,322,2023-03-12,Sunday
1.03E+79,medium,2.3,536,2023-03-12,Sunday
4.00E+73,hard,3,910,2023-03-12,Sunday
5.76E+79,easy,1.2,310,2021-02-02,Tuesday
7.40E+79,medium,3,940,2021-02-02,Tuesday
2.00E+79,hard,3.4,1186,2021-02-02,Tuesday
9.40E+79,easy,1.2,310,2023-09-03,Sunday
8.03E+74,medium,2,514,2023-09-03,Sunday
2.09E+79,hard,3.4,644,2023-09-03,Sunday
5.70E+78,easy,1.2,310,2021-01-01,Friday
9.00E+80,medium,2.3,500,2021-01-01,Friday
8.01E+80,hard,2.3,742,2021-01-01,Friday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
3.01E+78,easy,1.2,310,2021-02-26,Friday
5.20E+80,medium,2.3,556,2021-02-26,Friday
7.40E+79,hard,2.3,584,2021-02-26,Friday
2.00E+80,easy,1.2,304,2022-10-14,Friday
5.08E+73,medium,2.3,614,2022-10-14,Friday
5.00E+78,hard,2.3,538,2022-10-14,Friday
2.00E+80,easy,1.2,310,2020-12-06,Sunday
7.05E+78,medium,2.3,546,2020-12-06,Sunday
7.20E+78,hard,2.3,554,2020-12-06,Sunday
1.05E+80,easy,1.2,304,2022-01-17,Monday
8.00E+79,medium,3,720,2022-01-17,Monday
4.67E+76,hard,3.4,644,2022-01-17,Monday
3.57E+77,easy,1.2,310,2022-04-22,Friday
5.01E+78,medium,2.3,526,2022-04-22,Friday
7.00E+77,hard,3.4,782,2022-04-22,Friday
2.05E+79,easy,1.2,316,2021-02-07,Sunday
5.00E+74,medium,2,726,2021-02-07,Sunday
1.05E+78,hard,2,542,2021-02-07,Sunday
4.61E+80,easy,1.2,310,2022-07-08,Friday
8.39E+79,medium,2.3,590,2022-07-08,Friday
6.30E+80,hard,2.3,684,2022-07-08,Friday
1.20E+78,easy,1.2,310,2021-03-17,Wednesday
7.81E+75,medium,2.3,716,2021-03-17,Wednesday
1.01E+76,hard,2.3,676,2021-03-17,Wednesday
2.06E+79,easy,1.2,304,2021-03-07,Sunday
2.06E+78,medium,2.3,650,2021-03-07,Sunday
3.07E+74,hard,2.8,880,2021-03-07,Sunday
5.46E+79,easy,1.2,304,2022-09-27,Tuesday
1.32E+77,medium,3.4,880,2022-09-27,Tuesday
7.00E+80,hard,2.3,766,2022-09-27,Tuesday
4.30E+80,easy,1.2,310,2021-01-21,Thursday
9.06E+79,medium,2.8,994,2021-01-21,Thursday
4.01E+69,hard,2.3,584,2021-01-21,Thursday
5.02E+75,easy,1.2,304,2022-02-08,Tuesday
6.01E+79,medium,2,672,2022-02-08,Tuesday
6.00E+80,hard,2.3,780,2022-02-08,Tuesday
9.03E+78,easy,1.2,304,2023-01-18,Wednesday
4.20E+79,medium,2.3,592,2023-01-18,Wednesday
7.03E+75,hard,3,986,2023-01-18,Wednesday
6.50E+80,easy,1.2,304,2021-02-20,Saturday
6.07E+74,medium,3.4,724,2021-02-20,Saturday
1.09E+72,hard,3,690,2021-02-20,Saturday
4.30E+77,easy,1.2,304,2023-04-21,Friday
5.00E+76,medium,2.3,574,2023-04-21,Friday
9.00E+78,hard,2.3,584,2023-04-21,Friday
7.11E+80,easy,1.2,304,2021-01-13,Wednesday
2.07E+74,medium,2.3,500,2021-01-13,Wednesday
5.00E+77,hard,3.4,1060,2021-01-13,Wednesday
4.59E+78,easy,1.2,310,2021-09-14,Tuesday
2.06E+80,medium,2.8,786,2021-09-14,Tuesday
2.21E+72,hard,2.3,750,2021-09-14,Tuesday
3.72E+79,easy,1.2,310,2021-02-16,Tuesday
8.00E+77,medium,2,510,2021-02-16,Tuesday
1.00E+79,hard,2.3,504,2021-02-16,Tuesday
3.01E+78,easy,1.2,310,2021-02-26,Friday
5.20E+80,medium,2.3,556,2021-02-26,Friday
7.40E+79,hard,2.3,584,2021-02-26,Friday
6.02E+80,easy,1.2,304,2023-08-30,Wednesday
2.00E+77,medium,2.3,530,2023-08-30,Wednesday
9.30E+77,hard,2.3,810,2023-08-30,Wednesday
1.00E+80,easy,1.2,310,2023-04-27,Thursday
5.04E+79,medium,2,520,2023-04-27,Thursday
6.09E+78,hard,2,536,2023-04-27,Thursday
5.00E+78,easy,1.2,310,2022-08-22,Monday
5.10E+79,medium,2.3,536,2022-08-22,Monday
9.00E+79,hard,2.3,530,2022-08-22,Monday
8.53E+80,easy,1.2,310,2023-07-30,Sunday
4.00E+76,medium,2,516,2023-07-30,Sunday
8.72E+78,hard,3.4,790,2023-07-30,Sunday
7.05E+80,easy,1.2,304,2023-08-16,Wednesday
7.90E+80,medium,2.3,580,2023-08-16,Wednesday
8.00E+80,hard,3,804,2023-08-16,Wednesday
8.00E+80,easy,1.2,310,2023-03-19,Sunday
4.52E+72,medium,2,520,2023-03-19,Sunday
4.00E+78,hard,3,994,2023-03-19,Sunday
3.10E+80,easy,1.2,304,2021-03-23,Tuesday
4.00E+80,medium,2.3,534,2021-03-23,Tuesday
8.04E+79,hard,2.8,562,2021-03-23,Tuesday
5.01E+79,easy,1.2,310,2022-09-10,Saturday
1.00E+75,medium,2.3,576,2022-09-10,Saturday
1.00E+76,hard,2.3,782,2022-09-10,Saturday
6.34E+79,easy,1.2,310,2022-01-22,Saturday
4.10E+80,medium,2,532,2022-01-22,Saturday
8.00E+74,hard,2.3,540,2022-01-22,Saturday
4.60E+80,easy,1.2,310,2021-04-27,Tuesday
3.26E+80,medium,2.3,530,2021-04-27,Tuesday
5.68E+78,hard,3.4,720,2021-04-27,Tuesday
7.43E+80,easy,1.2,310,2023-11-11,Saturday
8.90E+78,medium,3.4,606,2023-11-11,Saturday
9.01E+78,hard,2.3,494,2023-11-11,Saturday
8.03E+80,easy,1.2,316,2022-02-17,Thursday
1.20E+80,medium,2,604,2022-02-17,Thursday
8.40E+79,hard,2,602,2022-02-17,Thursday
2.92E+80,easy,1.2,316,2021-05-13,Thursday
7.06E+77,medium,2.3,590,2021-05-13,Thursday
1.00E+80,hard,3.4,1156,2021-05-13,Thursday
8.71E+78,easy,1.2,310,2021-03-12,Friday
7.01E+77,medium,2.3,546,2021-03-12,Friday
6.08E+79,hard,3.4,736,2021-03-12,Friday
1.93E+79,easy,1.2,310,2022-10-28,Friday
8.00E+79,medium,2,520,2022-10-28,Friday
9.60E+80,hard,2.6,866,2022-10-28,Friday
7.49E+77,easy,1.2,304,2023-03-15,Wednesday
4.00E+77,medium,2.3,514,2023-03-15,Wednesday
7.51E+79,hard,2.3,670,2023-03-15,Wednesday
8.01E+80,easy,1.2,304,2021-01-19,Tuesday
9.00E+78,medium,3,614,2021-01-19,Tuesday
8.00E+76,hard,2.3,700,2021-01-19,Tuesday
1.56E+78,easy,1.2,310,2021-07-22,Thursday
9.03E+75,medium,3,526,2021-07-22,Thursday
5.00E+78,hard,2,590,2021-07-22,Thursday
2.81E+80,easy,1.2,316,2022-02-12,Saturday
7.00E+77,medium,2.3,580,2022-02-12,Saturday
3.80E+74,hard,2.3,590,2022-02-12,Saturday
5.04E+80,easy,1.2,304,2021-01-18,Monday
7.00E+80,medium,3,844,2021-01-18,Monday
2.81E+78,hard,2.5,590,2021-01-18,Monday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
2.91E+79,easy,1.2,310,2022-12-08,Thursday
8.00E+78,medium,2.3,640,2022-12-08,Thursday
3.00E+80,hard,3,700,2022-12-08,Thursday
4.80E+80,easy,1.2,310,2022-04-11,Monday
6.05E+78,medium,2.3,504,2022-04-11,Monday
6.80E+80,hard,2.8,830,2022-04-11,Monday
9.10E+80,easy,1.2,304,2021-01-30,Saturday
5.04E+79,medium,2,520,2021-01-30,Saturday
5.00E+78,hard,2.3,554,2021-01-30,Saturday
6.05E+79,easy,1.2,304,2021-05-19,Wednesday
3.60E+79,medium,2.3,526,2021-05-19,Wednesday
6.80E+75,hard,3.4,834,2021-05-19,Wednesday
9.35E+80,easy,1.2,310,2023-06-18,Sunday
2.05E+74,medium,3.4,640,2023-06-18,Sunday
2.98E+79,hard,3.4,704,2023-06-18,Sunday
7.00E+80,easy,1.2,310,2022-01-15,Saturday
7.00E+78,medium,2.3,526,2022-01-15,Saturday
3.02E+79,hard,3,586,2022-01-15,Saturday
8.09E+80,easy,1.2,310,2021-04-25,Sunday
8.00E+80,medium,2.3,530,2021-04-25,Sunday
8.00E+78,hard,3.4,624,2021-04-25,Sunday
6.81E+80,easy,1.2,310,2021-03-04,Thursday
4.07E+74,medium,2,526,2021-03-04,Thursday
5.00E+74,hard,2,654,2021-03-04,Thursday
8.76E+78,easy,1.2,304,2021-03-02,Tuesday
2.01E+77,medium,2,566,2021-03-02,Tuesday
3.00E+79,hard,2.8,696,2021-03-02,Tuesday
6.05E+79,easy,1.2,310,2023-05-13,Saturday
6.00E+78,medium,3,884,2023-05-13,Saturday
6.80E+79,hard,3,716,2023-05-13,Saturday
1.58E+80,easy,1.2,316,2020-11-11,Wednesday
8.04E+74,medium,2,602,2020-11-11,Wednesday
7.04E+80,hard,2.6,696,2020-11-11,Wednesday
2.03E+78,easy,1.2,310,2023-04-03,Monday
1.01E+74,medium,2.3,526,2023-04-03,Monday
9.81E+75,hard,2.3,796,2023-04-03,Monday
4.61E+79,easy,1.2,304,2022-06-11,Saturday
9.00E+78,medium,2.3,710,2022-06-11,Saturday
4.07E+78,hard,2.3,534,2022-06-11,Saturday
5.00E+80,easy,1.2,310,2022-04-30,Saturday
7.00E+79,medium,2,586,2022-04-30,Saturday
3.50E+75,hard,3,580,2022-04-30,Saturday
5.37E+79,easy,1.2,310,2022-11-17,Thursday
2.54E+79,medium,2,560,2022-11-17,Thursday
6.05E+78,hard,3,576,2022-11-17,Thursday
4.01E+79,easy,1.2,304,2021-06-18,Friday
4.60E+78,medium,2,522,2021-06-18,Friday
4.20E+78,hard,2.3,520,2021-06-18,Friday
9.03E+79,easy,1.2,310,2021-01-16,Saturday
6.00E+77,medium,2,610,2021-01-16,Saturday
7.00E+78,hard,3.4,730,2021-01-16,Saturday
8.61E+79,easy,1.2,304,2021-04-03,Saturday
7.00E+79,medium,2,514,2021-04-03,Saturday
5.00E+77,hard,2.3,606,2021-04-03,Saturday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
3.78E+79,easy,1.2,304,2021-01-03,Sunday
1.00E+77,medium,2.3,610,2021-01-03,Sunday
7.00E+77,hard,4,924,2021-01-03,Sunday
3.01E+80,easy,1.2,304,2022-12-31,Saturday
5.00E+79,medium,2,630,2022-12-31,Saturday
4.00E+80,hard,3.4,644,2022-12-31,Saturday
5.08E+80,easy,1.2,316,2021-04-29,Thursday
2.60E+78,medium,2.3,530,2021-04-29,Thursday
7.90E+77,hard,2,1000,2021-04-29,Thursday
5.03E+79,easy,1.2,316,2021-07-03,Saturday
7.00E+80,medium,2.3,526,2021-07-03,Saturday
6.10E+80,hard,3,584,2021-07-03,Saturday
3.09E+80,easy,1.2,310,2023-08-15,Tuesday
7.80E+80,medium,2.3,650,2023-08-15,Tuesday
6.00E+80,hard,2.3,594,2023-08-15,Tuesday
8.41E+78,easy,1.2,304,2022-01-06,Thursday
9.04E+80,medium,3.4,670,2022-01-06,Thursday
5.00E+78,hard,2.3,594,2022-01-06,Thursday
3.09E+80,easy,1.2,304,2021-11-28,Sunday
1.20E+80,medium,2,526,2021-11-28,Sunday
4.30E+76,hard,2.3,530,2021-11-28,Sunday
6.05E+79,easy,1.2,304,2023-09-19,Tuesday
9.00E+79,medium,3.4,792,2023-09-19,Tuesday
4.00E+76,hard,2.3,932,2023-09-19,Tuesday
2.16E+80,easy,1.2,310,2022-05-03,Tuesday
3.00E+74,medium,2.3,494,2022-05-03,Tuesday
3.40E+80,hard,3.4,810,2022-05-03,Tuesday
2.05E+79,easy,1.2,316,2021-02-07,Sunday
5.00E+74,medium,2,726,2021-02-07,Sunday
1.05E+78,hard,2,542,2021-02-07,Sunday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
9.67E+80,easy,1.2,310,2020-12-25,Friday
1.01E+80,medium,2.3,514,2020-12-25,Friday
6.73E+78,hard,3.4,860,2020-12-25,Friday
2.68E+78,easy,1.2,304,2021-05-04,Tuesday
7.00E+79,medium,2.3,726,2021-05-04,Tuesday
5.60E+78,hard,2.3,634,2021-05-04,Tuesday
8.95E+79,easy,1.2,310,2023-02-27,Monday
7.00E+77,medium,3.4,582,2023-02-27,Monday
7.04E+80,hard,2.6,696,2023-02-27,Monday
6.01E+77,easy,1.2,310,2023-11-07,Tuesday
5.71E+78,medium,2.3,520,2023-11-07,Tuesday
3.80E+78,hard,2.8,730,2023-11-07,Tuesday
2.37E+80,easy,1.2,316,2022-06-08,Wednesday
7.20E+80,medium,2.3,670,2022-06-08,Wednesday
7.00E+76,hard,2.3,514,2022-06-08,Wednesday
9.08E+80,easy,1.2,310,2023-09-20,Wednesday
1.70E+79,medium,2.8,852,2023-09-20,Wednesday
8.00E+80,hard,2.3,660,2023-09-20,Wednesday
6.05E+78,easy,1.2,304,2023-06-06,Tuesday
4.00E+79,medium,2.8,786,2023-06-06,Tuesday
6.00E+79,hard,2.3,624,2023-06-06,Tuesday
3.91E+80,easy,1.2,310,2021-01-08,Friday
8.00E+78,medium,2.3,526,2021-01-08,Friday
9.01E+80,hard,2.3,626,2021-01-08,Friday
7.61E+80,easy,1.2,304,2021-12-20,Monday
2.00E+80,medium,1.9,534,2021-12-20,Monday
4.00E+79,hard,2.3,620,2021-12-20,Monday
1.07E+79,easy,1.2,316,2021-02-22,Monday
2.01E+78,medium,2.3,490,2021-02-22,Monday
4.01E+80,hard,2.3,634,2021-02-22,Monday
3.01E+78,easy,1.2,310,2021-02-26,Friday
5.20E+80,medium,2.3,556,2021-02-26,Friday
7.40E+79,hard,2.3,584,2021-02-26,Friday
2.05E+79,easy,1.2,316,2023-08-20,Sunday
4.00E+79,medium,2.3,576,2023-08-20,Sunday
6.41E+80,hard,3,660,2023-08-20,Sunday
2.16E+80,easy,1.2,310,2023-11-12,Sunday
2.00E+77,medium,2,524,2023-11-12,Sunday
2.10E+75,hard,3.4,780,2023-11-12,Sunday
2.38E+79,easy,1.2,304,2022-06-13,Monday
5.00E+78,medium,2.3,710,2022-06-13,Monday
5.00E+73,hard,2.3,514,2022-06-13,Monday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
9.50E+79,easy,1.2,310,2021-01-12,Tuesday
1.05E+71,medium,2,520,2021-01-12,Tuesday
7.00E+78,hard,2.3,504,2021-01-12,Tuesday
9.17E+79,easy,1.2,304,2021-01-07,Thursday
2.06E+79,medium,2,530,2021-01-07,Thursday
3.07E+80,hard,3,494,2021-01-07,Thursday
9.03E+79,easy,1.2,310,2021-05-24,Monday
7.20E+77,medium,2.3,714,2021-05-24,Monday
4.00E+77,hard,3,750,2021-05-24,Monday
6.50E+80,easy,1.2,310,2021-09-24,Friday
1.80E+76,medium,2.3,622,2021-09-24,Friday
2.00E+79,hard,3.4,636,2021-09-24,Friday
8.43E+80,easy,1.2,304,2021-05-10,Monday
9.07E+77,medium,2.3,596,2021-05-10,Monday
4.00E+77,hard,2.3,730,2021-05-10,Monday
3.00E+79,easy,1.2,310,2021-04-13,Tuesday
5.00E+80,medium,2.3,526,2021-04-13,Tuesday
1.01E+79,hard,2.3,522,2021-04-13,Tuesday
7.04E+78,easy,1.2,304,2022-06-02,Thursday
6.05E+76,medium,3,560,2022-06-02,Thursday
6.08E+80,hard,2,494,2022-06-02,Thursday
5.91E+80,easy,1.2,304,2022-11-15,Tuesday
3.10E+79,medium,2,590,2022-11-15,Tuesday
1.00E+77,hard,3.4,804,2022-11-15,Tuesday
6.24E+78,easy,1.2,304,2021-02-23,Tuesday
4.00E+77,medium,2.3,514,2021-02-23,Tuesday
8.00E+76,hard,2.3,534,2021-02-23,Tuesday
5.01E+80,easy,1.2,310,2022-04-23,Saturday
7.50E+79,medium,2.8,634,2022-04-23,Saturday
4.00E+80,hard,2.3,596,2022-04-23,Saturday
2.71E+80,easy,1.2,310,2023-12-02,Saturday
8.00E+79,medium,3.4,662,2023-12-02,Saturday
6.05E+79,hard,2.3,506,2023-12-02,Saturday
9.81E+79,easy,1.2,316,2023-07-13,Thursday
9.00E+80,medium,2,524,2023-07-13,Thursday
6.00E+80,hard,3.4,730,2023-07-13,Thursday
9.17E+79,easy,1.2,304,2021-01-07,Thursday
2.06E+79,medium,2,530,2021-01-07,Thursday
3.07E+80,hard,3,494,2021-01-07,Thursday
4.00E+79,easy,1.2,310,2022-04-27,Wednesday
2.00E+77,medium,2.3,530,2022-04-27,Wednesday
9.08E+76,hard,2.3,810,2022-04-27,Wednesday
1.06E+80,easy,1.2,304,2021-11-19,Friday
6.00E+77,medium,2.8,826,2021-11-19,Friday
4.00E+80,hard,2.3,744,2021-11-19,Friday
9.08E+80,easy,1.2,310,2023-09-20,Wednesday
1.70E+79,medium,2.8,852,2023-09-20,Wednesday
8.00E+80,hard,2.3,660,2023-09-20,Wednesday
8.70E+80,easy,1.2,310,2021-04-21,Wednesday
1.03E+79,medium,2.3,536,2021-04-21,Wednesday
7.80E+79,hard,2.8,794,2021-04-21,Wednesday
9.05E+80,easy,1.2,310,2023-06-30,Friday
9.04E+80,medium,2.3,600,2023-06-30,Friday
4.00E+76,hard,2,526,2023-06-30,Friday
1.93E+79,easy,1.2,310,2023-06-26,Monday
1.02E+79,medium,2.3,580,2023-06-26,Monday
6.08E+72,hard,2.3,504,2023-06-26,Monday
2.16E+80,easy,1.2,310,2023-11-12,Sunday
2.00E+77,medium,2,524,2023-11-12,Sunday
2.10E+75,hard,3.4,780,2023-11-12,Sunday
8.06E+78,easy,1.2,310,2022-09-28,Wednesday
1.00E+79,medium,3,820,2022-09-28,Wednesday
6.20E+78,hard,2.3,590,2022-09-28,Wednesday
3.99E+77,easy,1.2,310,2022-04-03,Sunday
3.00E+74,medium,2.3,520,2022-04-03,Sunday
7.08E+80,hard,2,580,2022-04-03,Sunday
7.60E+80,easy,1.2,304,2021-11-02,Tuesday
5.00E+80,medium,2.3,526,2021-11-02,Tuesday
5.30E+78,hard,2.3,514,2021-11-02,Tuesday
8.94E+79,easy,1.2,310,2023-06-15,Thursday
9.04E+76,medium,2.3,510,2023-06-15,Thursday
1.01E+80,hard,2.3,646,2023-06-15,Thursday
8.40E+80,easy,1.2,316,2022-08-14,Sunday
4.52E+72,medium,2,520,2022-08-14,Sunday
7.00E+80,hard,2.8,872,2022-08-14,Sunday
1.01E+79,easy,1.2,304,2023-12-09,Saturday
1.01E+80,medium,2.3,546,2023-12-09,Saturday
5.07E+76,hard,3.6,624,2023-12-09,Saturday
2.00E+80,easy,1.2,304,2022-02-05,Saturday
7.80E+76,medium,1.7,474,2022-02-05,Saturday
5.00E+80,hard,3.4,796,2022-02-05,Saturday
2.02E+80,easy,1.2,304,2021-02-09,Tuesday
4.00E+76,medium,3.4,1066,2021-02-09,Tuesday
3.01E+72,hard,3,772,2021-02-09,Tuesday
8.04E+80,easy,1.2,310,2021-02-19,Friday
6.00E+78,medium,2.3,544,2021-02-19,Friday
8.90E+79,hard,3.4,602,2021-02-19,Friday
7.03E+80,easy,1.2,310,2021-01-28,Thursday
3.41E+78,medium,2,526,2021-01-28,Thursday
1.00E+79,hard,2.3,530,2021-01-28,Thursday
7.01E+78,easy,1.2,304,2023-03-09,Thursday
7.09E+79,medium,2.3,536,2023-03-09,Thursday
9.00E+80,hard,2.3,514,2023-03-09,Thursday
1.90E+80,easy,1.2,310,2021-10-04,Monday
1.00E+77,medium,2,510,2021-10-04,Monday
6.00E+79,hard,3.4,732,2021-10-04,Monday
2.10E+79,easy,1.2,310,2021-08-25,Wednesday
8.52E+79,medium,2,510,2021-08-25,Wednesday
4.00E+78,hard,2,520,2021-08-25,Wednesday
7.04E+80,easy,1.2,304,2022-04-07,Thursday
7.01E+80,medium,2.3,520,2022-04-07,Thursday
5.10E+75,hard,2.3,660,2022-04-07,Thursday
8.53E+80,easy,1.2,310,2021-05-08,Saturday
2.00E+78,medium,2,520,2021-05-08,Saturday
8.00E+80,hard,2.3,514,2021-05-08,Saturday
9.05E+80,easy,1.2,304,2021-03-25,Thursday
5.00E+78,medium,2,710,2021-03-25,Thursday
4.00E+74,hard,2.3,744,2021-03-25,Thursday
5.21E+80,easy,1.2,304,2020-11-26,Thursday
9.00E+78,medium,2.3,510,2020-11-26,Thursday
5.81E+79,hard,2,600,2020-11-26,Thursday
9.05E+80,easy,1.2,304,2022-11-29,Tuesday
9.00E+74,medium,2.3,600,2022-11-29,Tuesday
4.30E+80,hard,2,656,2022-11-29,Tuesday
4.67E+80,easy,1.2,304,2022-03-03,Thursday
8.20E+80,medium,2.3,504,2022-03-03,Thursday
7.90E+73,hard,3.4,732,2022-03-03,Thursday
2.00E+80,easy,1.2,310,2022-05-04,Wednesday
2.01E+80,medium,3.4,650,2022-05-04,Wednesday
9.01E+78,hard,2.3,494,2022-05-04,Wednesday
6.11E+79,easy,1.2,310,2023-02-21,Tuesday
9.04E+78,medium,2.3,604,2023-02-21,Tuesday
8.30E+76,hard,2,514,2023-02-21,Tuesday
3.06E+79,easy,1.2,304,2021-07-04,Sunday
9.31E+80,medium,2,570,2021-07-04,Sunday
6.00E+78,hard,2.3,514,2021-07-04,Sunday
5.30E+79,easy,1.2,304,2021-04-26,Monday
4.70E+77,medium,2.3,520,2021-04-26,Monday
5.06E+79,hard,3,590,2021-04-26,Monday
4.06E+80,easy,1.2,316,2021-01-26,Tuesday
1.49E+73,medium,2,514,2021-01-26,Tuesday
1.08E+77,hard,2.3,754,2021-01-26,Tuesday
1.47E+80,easy,1.2,304,2022-12-21,Wednesday
8.05E+80,medium,2.3,706,2022-12-21,Wednesday
1.70E+76,hard,3.4,914,2022-12-21,Wednesday
8.60E+79,easy,1.2,304,2021-12-29,Wednesday
2.41E+76,medium,2.3,634,2021-12-29,Wednesday
5.01E+80,hard,2.3,692,2021-12-29,Wednesday
9.50E+78,easy,1.2,310,2023-09-16,Saturday
1.03E+80,medium,2.3,526,2023-09-16,Saturday
9.03E+73,hard,2.3,596,2023-09-16,Saturday
7.01E+80,easy,1.2,304,2022-08-10,Wednesday
8.00E+80,medium,3.4,880,2022-08-10,Wednesday
1.01E+79,hard,2.3,510,2022-08-10,Wednesday
3.00E+79,easy,1.2,310,2021-04-13,Tuesday
5.00E+80,medium,2.3,526,2021-04-13,Tuesday
1.01E+79,hard,2.3,522,2021-04-13,Tuesday
1.07E+79,easy,1.2,316,2021-02-22,Monday
2.01E+78,medium,2.3,490,2021-02-22,Monday
4.01E+80,hard,2.3,634,2021-02-22,Monday
6.30E+78,easy,1.2,316,2022-05-21,Saturday
5.00E+72,medium,2.3,596,2022-05-21,Saturday
